Council Area,Organisation ,Session Name,Activity Status,Support Type,Delivery Type,Age Group,Day,Start,End,Address,Postcode,Lead Contact,Phone,Email,Website,Self Referral,Cost Type,Cost Amount,Eligibility,Description on Recovery Map,Additional Notes,Category,Start Time,End Time,Time Range,Full Address,lat,lng
Dundee City,Art Angel,Young People Group,Scheduled Activity,Mental Health,Group,Young People,Wednesday,Unknown,Unknown,"Enterprise House, 1st Floor, 45 North Lindsay Street, Dundee",DD1 1PW,Unknown,01382 228 383,contact@artangeldundee.org.uk,https://artangeldundee.org.uk/,Yes,Unknown,,Age 16+ with mental health issues,"A wide range of innovative arts activites for people with mental health issues, 16 and over, as a means of recovery and wellbeing","Need to contact Art Angel ahead of time, as they don't allow drop-ins.  They'll let you know if there are spaces available, or add you to waiting list/signpost to other services.",Mental Health,,,Unknown,"Enterprise House, 1st Floor, 45 North Lindsay Street, Dundee, DD1 1PW, Scotland",56.460881,-2.975658
Dundee City,Art Angel,Young People Group,Scheduled Activity,Mental Health,Group,Young People,Friday,Unknown,Unknown,"Enterprise House, 1st Floor, 45 North Lindsay Street, Dundee",DD1 1PW,Unknown,01382 228 383,contact@artangeldundee.org.uk,https://artangeldundee.org.uk/,Yes,Unknown,,Age 16+ with mental health issues,"A wide range of innovative arts activites for people with mental health issues, 16 and over, as a means of recovery and wellbeing","Need to contact Art Angel ahead of time, as they don't allow drop-ins.  They'll let you know if there are spaces available, or add you to waiting list/signpost to other services.",Mental Health,,,Unknown,"Enterprise House, 1st Floor, 45 North Lindsay Street, Dundee, DD1 1PW, Scotland",56.460881,-2.975658
Dundee City,Hearing Voices Network Dundee,Haven Community Drop-In,Open Access,Mental Health,Drop-In,Adults,Monday,10:00:00,16:00:00,"216-222 Hilltown, Dundee",DD3 7AU,Unknown,01382 223023,hearingvoices@havendundee.co.uk,https://hearingvoicesnetwork.co.uk/,Yes,Free,,Adults who hear voices or experience other visual or sensory hallucinations.,We aim to provide adults that hear voices and suffer with their mental wellbeing with a safe HaVeN to visit. We offer a wide range of activities and support to aid all in their recovery process.,We are a drop-in centre based in the Hilltown and offer a variety of activity and support groups.,Mental Health,10:00,16:00,10:00-16:00,"216-222 Hilltown, Dundee, DD3 7AU, Scotland",56.469442,-2.975066
Dundee City,Hearing Voices Network Dundee,Haven Community Drop-In,Open Access,Mental Health,Drop-In,Adults,Tuesday,10:00:00,16:00:00,"216-222 Hilltown, Dundee",DD3 7AU,Unknown,01382 223023,hearingvoices@havendundee.co.uk,https://hearingvoicesnetwork.co.uk/,Yes,Free,,Adults who hear voices or experience other visual or sensory hallucinations.,We aim to provide adults that hear voices and suffer with their mental wellbeing with a safe HaVeN to visit. We offer a wide range of activities and support to aid all in their recovery process.,We are a drop-in centre based in the Hilltown and offer a variety of activity and support groups.,Mental Health,10:00,16:00,10:00-16:00,"216-222 Hilltown, Dundee, DD3 7AU, Scotland",56.469442,-2.975066
Dundee City,Hearing Voices Network Dundee,Haven Community Drop-In,Open Access,Mental Health,Drop-In,Adults,Wednesday,10:00:00,16:00:00,"216-222 Hilltown, Dundee",DD3 7AU,Unknown,01382 223023,hearingvoices@havendundee.co.uk,https://hearingvoicesnetwork.co.uk/,Yes,Free,,Adults who hear voices or experience other visual or sensory hallucinations.,We aim to provide adults that hear voices and suffer with their mental wellbeing with a safe HaVeN to visit. We offer a wide range of activities and support to aid all in their recovery process.,We are a drop-in centre based in the Hilltown and offer a variety of activity and support groups.,Mental Health,10:00,16:00,10:00-16:00,"216-222 Hilltown, Dundee, DD3 7AU, Scotland",56.469442,-2.975066
Dundee City,Hearing Voices Network Dundee,Haven Community Drop-In,Open Access,Mental Health,Drop-In,Adults,Thursday,10:00:00,16:00:00,"216-222 Hilltown, Dundee",DD3 7AU,Unknown,01382 223023,hearingvoices@havendundee.co.uk,https://hearingvoicesnetwork.co.uk/,Yes,Free,,Adults who hear voices or experience other visual or sensory hallucinations.,We aim to provide adults that hear voices and suffer with their mental wellbeing with a safe HaVeN to visit. We offer a wide range of activities and support to aid all in their recovery process.,We are a drop-in centre based in the Hilltown and offer a variety of activity and support groups.,Mental Health,10:00,16:00,10:00-16:00,"216-222 Hilltown, Dundee, DD3 7AU, Scotland",56.469442,-2.975066
Dundee City,Hearing Voices Network Dundee,Haven Community Drop-In,Open Access,Mental Health,Drop-In,Adults,Friday,10:00:00,16:00:00,"216-222 Hilltown, Dundee",DD3 7AU,Unknown,01382 223023,hearingvoices@havendundee.co.uk,https://hearingvoicesnetwork.co.uk/,Yes,Free,,Adults who hear voices or experience other visual or sensory hallucinations.,We aim to provide adults that hear voices and suffer with their mental wellbeing with a safe HaVeN to visit. We offer a wide range of activities and support to aid all in their recovery process.,We are a drop-in centre based in the Hilltown and offer a variety of activity and support groups.,Mental Health,10:00,16:00,10:00-16:00,"216-222 Hilltown, Dundee, DD3 7AU, Scotland",56.469442,-2.975066
Dundee City,Hearing Voices Network Dundee,Haven Community Drop-In,Open Access,Mental Health,Drop-In,Adults,Saturday,09:00:00,14:00:00,"216-222 Hilltown, Dundee",DD3 7AU,Unknown,01382 223023,hearingvoices@havendundee.co.uk,https://hearingvoicesnetwork.co.uk/,Yes,Free,,Adults who hear voices or experience other visual or sensory hallucinations.,We aim to provide adults that hear voices and suffer with their mental wellbeing with a safe HaVeN to visit. We offer a wide range of activities and support to aid all in their recovery process.,We are a drop-in centre based in the Hilltown and offer a variety of activity and support groups.,Mental Health,09:00,14:00,09:00-14:00,"216-222 Hilltown, Dundee, DD3 7AU, Scotland",56.469442,-2.975066
Dundee City,Wellbeing Works,,Open Access,Mental Health,Mixed,Adults,Monday,09:00:00,16:30:00,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee",DD1 2DB,Unknown,01382 227288,hello@wellbeingworksdundee.org.uk,https://www.wellbeingworksdundee.org.uk/,Yes,Unknown,,Individuals with severe/enduring mental health difficulties,"We provide group, one-to-one support and activities to support individuals with severe/enduring mental health difficulties to improve their resilience and confidence.",,Mental Health,09:00,16:30,09:00-16:30,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee, DD1 2DB, Scotland",56.46434,-2.969269
Dundee City,Wellbeing Works,,Open Access,Mental Health,Mixed,Adults,Tuesday,09:00:00,16:30:00,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee",DD1 2DB,Unknown,01382 227288,hello@wellbeingworksdundee.org.uk,https://www.wellbeingworksdundee.org.uk/,Yes,Unknown,,Individuals with severe/enduring mental health difficulties,"We provide group, one-to-one support and activities to support individuals with severe/enduring mental health difficulties to improve their resilience and confidence.",,Mental Health,09:00,16:30,09:00-16:30,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee, DD1 2DB, Scotland",56.46434,-2.969269
Dundee City,Wellbeing Works,,Open Access,Mental Health,Mixed,Adults,Wednesday,09:00:00,16:30:00,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee",DD1 2DB,Unknown,01382 227288,hello@wellbeingworksdundee.org.uk,https://www.wellbeingworksdundee.org.uk/,Yes,Unknown,,Individuals with severe/enduring mental health difficulties,"We provide group, one-to-one support and activities to support individuals with severe/enduring mental health difficulties to improve their resilience and confidence.",,Mental Health,09:00,16:30,09:00-16:30,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee, DD1 2DB, Scotland",56.46434,-2.969269
Dundee City,Wellbeing Works,,Open Access,Mental Health,Mixed,Adults,Thursday,09:00:00,16:30:00,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee",DD1 2DB,Unknown,01382 227288,hello@wellbeingworksdundee.org.uk,https://www.wellbeingworksdundee.org.uk/,Yes,Unknown,,Individuals with severe/enduring mental health difficulties,"We provide group, one-to-one support and activities to support individuals with severe/enduring mental health difficulties to improve their resilience and confidence.",,Mental Health,09:00,16:30,09:00-16:30,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee, DD1 2DB, Scotland",56.46434,-2.969269
Dundee City,Wellbeing Works,,Open Access,Mental Health,Mixed,Adults,Friday,09:00:00,16:30:00,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee",DD1 2DB,Unknown,01382 227288,hello@wellbeingworksdundee.org.uk,https://www.wellbeingworksdundee.org.uk/,Yes,Unknown,,Individuals with severe/enduring mental health difficulties,"We provide group, one-to-one support and activities to support individuals with severe/enduring mental health difficulties to improve their resilience and confidence.",,Mental Health,09:00,16:30,09:00-16:30,"Unit 20A, Level 3, Wellgate Shopping Centre, Dundee, DD1 2DB, Scotland",56.46434,-2.969269
Dundee City,Penumbra Hope Point,,Open Access,Mental Health,One-To-One,All Ages,Monday,00:00:00,23:59:00,"The Centre @SWR, 4 South Ward Road, Dundee",DD1 1PN,Unknown,0800 9550008 or Text 01382 604123,Not listed,https://penumbra.org.uk/services/hope-point-dundee-wellbeing-support/,Yes,Free,,Open to all,"Hope Point is a community wellbeing centre to support people experiencing emotional distress in Dundee. The facility will be open day and night to help people who are struggling to see a way ahead in life and who need immediate access to support. People can phone, text or be supported face to face.",,Mental Health,00:00,23:59,00:00-23:59,"The Centre @SWR, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
Dundee City,Penumbra Hope Point,,Open Access,Mental Health,One-To-One,All Ages,Tuesday,00:00:00,23:59:00,"The Centre @SWR, 4 South Ward Road, Dundee",DD1 1PN,Unknown,0800 9550008 or Text 01382 604123,Not listed,https://penumbra.org.uk/services/hope-point-dundee-wellbeing-support/,Yes,Free,,Open to all,"Hope Point is a community wellbeing centre to support people experiencing emotional distress in Dundee. The facility will be open day and night to help people who are struggling to see a way ahead in life and who need immediate access to support. People can phone, text or be supported face to face.",,Mental Health,00:00,23:59,00:00-23:59,"The Centre @SWR, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
Dundee City,Penumbra Hope Point,,Open Access,Mental Health,One-To-One,All Ages,Wednesday,00:00:00,23:59:00,"The Centre @SWR, 4 South Ward Road, Dundee",DD1 1PN,Unknown,0800 9550008 or Text 01382 604123,Not listed,https://penumbra.org.uk/services/hope-point-dundee-wellbeing-support/,Yes,Free,,Open to all,"Hope Point is a community wellbeing centre to support people experiencing emotional distress in Dundee. The facility will be open day and night to help people who are struggling to see a way ahead in life and who need immediate access to support. People can phone, text or be supported face to face.",,Mental Health,00:00,23:59,00:00-23:59,"The Centre @SWR, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
Dundee City,Penumbra Hope Point,,Open Access,Mental Health,One-To-One,All Ages,Thursday,00:00:00,23:59:00,"The Centre @SWR, 4 South Ward Road, Dundee",DD1 1PN,Unknown,0800 9550008 or Text 01382 604123,Not listed,https://penumbra.org.uk/services/hope-point-dundee-wellbeing-support/,Yes,Free,,Open to all,"Hope Point is a community wellbeing centre to support people experiencing emotional distress in Dundee. The facility will be open day and night to help people who are struggling to see a way ahead in life and who need immediate access to support. People can phone, text or be supported face to face.",,Mental Health,00:00,23:59,00:00-23:59,"The Centre @SWR, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
Dundee City,Penumbra Hope Point,,Open Access,Mental Health,One-To-One,All Ages,Friday,00:00:00,23:59:00,"The Centre @SWR, 4 South Ward Road, Dundee",DD1 1PN,Unknown,0800 9550008 or Text 01382 604123,Not listed,https://penumbra.org.uk/services/hope-point-dundee-wellbeing-support/,Yes,Free,,Open to all,"Hope Point is a community wellbeing centre to support people experiencing emotional distress in Dundee. The facility will be open day and night to help people who are struggling to see a way ahead in life and who need immediate access to support. People can phone, text or be supported face to face.",,Mental Health,00:00,23:59,00:00-23:59,"The Centre @SWR, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
Dundee City,Penumbra Hope Point,,Open Access,Mental Health,One-To-One,All Ages,Saturday,00:00:00,23:59:00,"The Centre @SWR, 4 South Ward Road, Dundee",DD1 1PN,Unknown,0800 9550008 or Text 01382 604123,Not listed,https://penumbra.org.uk/services/hope-point-dundee-wellbeing-support/,Yes,Free,,Open to all,"Hope Point is a community wellbeing centre to support people experiencing emotional distress in Dundee. The facility will be open day and night to help people who are struggling to see a way ahead in life and who need immediate access to support. People can phone, text or be supported face to face.",,Mental Health,00:00,23:59,00:00-23:59,"The Centre @SWR, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
Dundee City,Penumbra Hope Point,,Open Access,Mental Health,One-To-One,All Ages,Sunday,00:00:00,23:59:00,"The Centre @SWR, 4 South Ward Road, Dundee",DD1 1PN,Unknown,0800 9550008 or Text 01382 604123,Not listed,https://penumbra.org.uk/services/hope-point-dundee-wellbeing-support/,Yes,Free,,Open to all,"Hope Point is a community wellbeing centre to support people experiencing emotional distress in Dundee. The facility will be open day and night to help people who are struggling to see a way ahead in life and who need immediate access to support. People can phone, text or be supported face to face.",,Mental Health,00:00,23:59,00:00-23:59,"The Centre @SWR, 4 South Ward Road, Dundee, DD1 1PN, Scotland",56.461088,-2.974508
Dundee City,Penumbra Nova Service,,By Appointment,Mental Health,Mixed,Adults,Unknown,Unknown,Unknown,"9 Tay Square, Dundee",DD1 1PB,Unknown,01382 223487,dundee.nova@penumbra.org.uk,https://penumbra.org.uk/services/dundee-nova/,Yes,Free,,Age 16+,Recovery focussed one-to-one and group support to assist you in managing your mental health and wellbeing and accessing community resources.,Our support is offered on a one-to-one basis for a fixed period of time. There are also opportunities to participate in group workshops and other activities.,Mental Health,,,Unknown,"9 Tay Square, Dundee, DD1 1PB, Scotland",56.457927,-2.97613
